State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,ST,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Total_Power_Parity,sex_ratio,literacy_rate
Assam,Golaghat,26.377219709794485,93.82583397823468,313,ASSAM,1066888,543161,523727,721764,396475,325289,62298,111765,917426,90312,50582,1131,3863,530,1347,82345,3073,17636,292893,34190,348,100.0,68.0
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,ASSAM,659296,337890,321406,407366,226836,180530,70659,691,251194,397653,8480,84,490,247,636,44143,1211,10615,159215,16202,348,100.0,62.0
Assam,Jorhat,26.76244824016563,94.30197722567289,312,ASSAM,1092256,556805,535451,794929,432335,362594,88665,139971,1008219,54684,21051,1540,2378,719,578,122063,5651,26357,286330,80824,348,100.0,73.0
Assam,Kamrup,26.170939452054807,91.58863273972592,321,ASSAM,1517542,778461,739081,995319,550219,445100,107827,182038,877495,601784,33297,319,185,1330,55,122191,3109,23468,390596,43849,348,100.0,66.0
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,ASSAM,956313,490167,466146,557214,314253,242961,44961,538738,766000,20290,157789,370,6260,397,3568,53918,1923,11340,215691,37185,348,100.0,58.0
Assam,Karimganj,24.69660712250711,92.3679498575498,317,ASSAM,1228686,625864,602822,795297,435942,359355,157890,1940,521962,692489,11990,114,446,524,110,70951,1933,24699,261945,32695,348,100.0,65.0
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,ASSAM,887142,452905,434237,489305,275220,214085,29570,278665,529068,252271,101091,93,1718,396,123,41373,1218,14063,204896,17115,348,100.0,55.0
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,ASSAM,1042137,529674,512463,683486,375552,307934,81840,249426,797130,193476,46217,412,1074,250,2410,60296,1948,15011,293239,34694,348,100.0,66.0
Assam,Nagaon,26.26462170626351,92.9306191144708,305,ASSAM,2823768,1439112,1384656,1710716,921850,788866,266350,115153,1225246,1563203,26844,3036,1073,1162,61,195631,5121,45956,674999,124186,348,100.0,61.0
Assam,Nalbari,26.46323767605632,91.40598521126763,323,ASSAM,771639,396006,375633,531771,293184,238587,60216,23364,491582,277488,429,62,27,1004,9,68313,1631,12360,210706,28238,348,100.0,69.0
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,ASSAM,1924110,983904,940206,1108572,620525,488047,109130,232207,1422824,350536,138166,1363,5088,1003,221,133368,4358,31254,483325,64528,348,100.0,58.0
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,ASSAM,1327929,680231,647698,798322,453449,344873,37688,82066,1181347,48373,76877,1999,16228,837,395,161718,5135,27948,290704,90910,348,100.0,60.0
Bihar,Araria,26.211528119180603,87.30766554934816,209,BIHAR,2811569,1463333,1348236,1195768,727643,468125,382654,38848,1593525,1207442,4116,371,187,1910,63,43290,2561,29796,659061,44213,2035,100.0,43.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,BIHAR,2540073,1318684,1221389,1466002,868733,597269,612064,1033,2291133,237353,2218,295,334,775,19,44456,2362,31168,428291,49006,2215,100.0,58.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,MAHARASHTRA,3701282,1924469,1776813,2503837,1430936,1072901,539368,143366,2545438,786677,15991,5142,309093,30981,1005,589477,23258,69937,551789,427343,8119,100.0,68.0
Bihar,Banka,24.832355642023337,86.8664916342413,225,BIHAR,2034763,1067140,967623,965321,590961,374360,247858,90432,1772655,250925,6138,139,113,94,1035,62359,1704,22300,425604,18492,1738,100.0,47.0
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,BIHAR,2970541,1567660,1402881,1548673,918507,630166,432270,1597,2554330,407348,2209,402,229,276,57,120373,4644,43127,594377,139248,2354,100.0,52.0
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,BIHAR,3037766,1615663,1422103,1573066,937669,635397,318569,67180,2487866,537098,3556,415,180,1050,32,174534,6764,46929,522527,130634,2814,100.0,52.0
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,BIHAR,2728407,1430380,1298027,1599151,973486,625665,425402,13977,2518216,197819,2165,544,647,1472,48,62153,3661,34658,434559,77368,2600,100.0,59.0
Bihar,Buxar,25.48593018867924,84.08808081760995,232,BIHAR,1706352,887977,818375,989807,593544,396263,251737,26824,1591454,105423,2125,248,5090,97,57,46760,1784,19324,299252,35405,1556,100.0,58.0
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,BIHAR,3937385,2059949,1877436,1816634,1125566,691068,615688,2772,3042729,881476,3534,832,245,236,101,127442,6280,53205,907174,95539,3514,100.0,46.0
Bihar,Gaya,24.7266541547278,84.94291217765044,236,BIHAR,4391418,2266566,2124852,2297613,1368803,928810,1334351,3098,3876395,488121,3943,913,870,1723,108,112617,6856,57011,696289,111282,3998,100.0,52.0
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,BIHAR,2562012,1267666,1294346,1382998,793905,589093,320064,60807,2119262,436057,2463,271,167,133,28,69375,3707,33596,515925,38133,2370,100.0,54.0
Bihar,Jamui,24.78418380462726,86.26316298200514,238,BIHAR,1760405,916064,844341,858588,534385,324203,302649,78793,1525746,217621,8443,162,159,87,3438,32633,1839,22414,325909,30851,1516,100.0,49.0
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,BIHAR,1125313,585582,539731,618881,374412,244469,222974,1285,1045117,75742,691,148,248,60,58,27641,1106,11302,186660,28132,960,100.0,55.0
Bihar,Katihar,25.56565356037151,87.70466083591326,212,BIHAR,3071029,1600430,1470599,1280190,762256,517934,263100,179971,1684589,1365645,8659,2754,212,507,2141,60900,2941,27263,668232,69838,2516,100.0,42.0
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,BIHAR,1666886,883786,783100,768028,461153,306875,247161,675,1486989,175588,1253,143,79,86,115,40641,1580,21654,373696,21007,1254,100.0,46.0
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,BIHAR,1690400,866970,823430,745056,439921,305135,113118,64224,531236,1149095,5783,398,183,1476,28,58718,1093,14073,401793,43357,1347,100.0,44.0
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,BIHAR,1000912,526345,474567,507270,305182,202088,153209,8333,956396,40886,487,140,52,78,52,44491,1186,8862,175882,31763,904,100.0,51.0
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,BIHAR,2001762,1047559,954203,834577,517666,316911,346275,12532,1753829,241760,1342,170,60,133,81,23236,1397,23309,486278,24000,1494,100.0,42.0
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,BIHAR,4487379,2329313,2158066,2155338,1340085,815253,587158,3990,3652168,818912,3262,564,328,442,169,113281,5319,65548,1047552,41234,3520,100.0,48.0
Bihar,Munger,25.198537962962963,86.54173672839504,226,BIHAR,1367765,729041,638724,801817,473741,328076,183846,21404,1252319,110416,1815,338,95,145,61,90461,2653,17946,222281,85782,1424,100.0,59.0
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,BIHAR,4801062,2527497,2273565,2509232,1487117,1022115,751975,5979,4032773,745546,5149,933,288,382,98,180651,10290,73012,998694,120700,4105,100.0,52.0
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,BIHAR,2877653,1497060,1380593,1519933,919558,600375,607672,1442,2669775,198033,1978,393,414,561,64,101378,4156,43848,514141,102522,2578,100.0,53.0
Bihar,Nawada,24.825708836206903,85.61594568965519,237,BIHAR,2219146,1144668,1074478,1091012,659474,431538,565112,2045,1964620,244394,1299,250,176,279,80,31162,1841,28411,379551,45323,1924,100.0,49.0
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,BIHAR,3935042,2061110,1873932,1759481,1091226,668255,553944,250046,3047427,865090,8469,926,1337,296,1895,57546,3495,41143,839514,96620,3181,100.0,45.0
Bihar,Patna,25.40297114503818,85.3198433587787,230,BIHAR,5838465,3078512,2759953,3459679,2028047,1431632,920918,9069,5356075,439952,12551,4803,1062,2151,203,546859,40692,132582,657991,552103,7065,100.0,59.0
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,BIHAR,5099371,2681209,2418162,2276957,1407603,869354,649726,12461,4086453,990349,4865,668,878,464,104,74979,7719,70258,1142260,101565,4098,100.0,45.0
Bihar,Purnia,25.81714801901739,87.40447606973065,211,BIHAR,3264619,1699370,1565249,1332326,805261,527065,390991,139490,1989420,1255641,7989,614,353,1450,650,86058,4170,33664,712847,85749,2641,100.0,41.0
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,BIHAR,2959918,1543546,1416372,1799832,1061783,738049,549546,31650,2645415,300487,2889,2569,1584,252,537,114893,4594,36279,512383,95678,1555,100.0,61.0
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,BIHAR,1900661,997174,903487,804996,506374,298622,317249,6009,1629254,266620,1292,197,60,109,8,41342,1668,19415,432651,38046,1582,100.0,42.0
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,BIHAR,4261566,2230003,2031563,2142880,1293575,849305,803128,1884,3800598,452370,2126,554,292,231,112,88021,5379,50918,1012979,43486,3500,100.0,50.0
Bihar,Saran,25.89656077844312,84.82266287425155,219,BIHAR,3951862,2022821,1929041,2157454,1285767,871687,474066,36786,3534772,406449,2330,371,229,322,107,94787,4509,37442,701323,76299,3667,100.0,55.0
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,BIHAR,636342,329743,306599,328676,196431,132245,131115,617,596102,37653,313,75,41,43,31,20065,631,8873,108293,24345,565,100.0,52.0
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,BIHAR,656246,346673,309573,283698,171645,112053,96655,318,552492,99342,522,216,73,52,44,10004,478,6698,158484,7516,489,100.0,43.0
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,BIHAR,3423574,1803252,1620322,1436794,885188,551606,405714,2989,2672311,740101,2897,261,253,188,20,66263,3460,42461,807294,49670,2679,100.0,42.0
Bihar,Siwan,26.1736372013652,84.33766552901022,218,BIHAR,3330464,1675090,1655374,1930175,1115906,814269,386685,87000,2712635,608282,2618,369,407,359,86,52935,3834,37833,632514,41858,3014,100.0,58.0
Bihar,Supaul,26.28157893772896,86.78496465201461,208,BIHAR,2229076,1155283,1073793,1033283,647672,385611,354249,10168,1809936,409251,3758,271,136,546,42,51028,1845,25078,572287,27815,1836,100.0,46.0
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,BIHAR,3495021,1844535,1650486,1926740,1152576,774164,738031,2274,3152346,333980,2203,707,362,246,71,70001,4810,39564,699317,51494,2930,100.0,55.0
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,CHANDIGARH,1055450,580663,474787,805438,465346,340092,199086,0,852574,51447,8720,138329,1160,1960,246,231204,44283,78113,8911,289456,34145,100.0,76.0
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,CHHATTISGARH,1413199,698487,714712,650863,382335,268528,37963,931780,1277975,12413,27951,2099,985,3466,86925,157646,1782,9042,316425,54894,1529,100.0,46.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,HIMACHAL PRADESH,381956,192764,189192,287620,155599,132021,98989,10693,371973,6984,236,2387,113,10,7,79146,1574,6281,152458,11987,3666,100.0,75.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,CHHATTISGARH,2663629,1351574,1312055,1596560,932474,664086,552992,498469,2540763,57973,20745,6373,2979,2357,29122,519704,8566,30892,549632,188174,2981,100.0,60.0
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,CHHATTISGARH,799781,397897,401884,546833,303924,242909,58581,207633,777188,10425,2644,1196,667,3612,3685,148926,1016,4804,168689,41792,782,100.0,68.0
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,CHHATTISGARH,3343872,1682101,1661771,2303378,1284612,1018766,458040,397416,3129745,83499,24304,24276,19587,17209,42569,614109,16141,51289,533448,349741,4209,100.0,69.0
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,CHHATTISGARH,851669,424747,426922,495415,280656,214759,48844,530378,629509,15336,189588,474,467,694,14835,76783,567,5755,205670,20722,856,100.0,58.0
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,CHHATTISGARH,1206640,612915,593725,748759,433391,315368,124679,493559,1133176,30195,21059,3666,897,753,15649,202380,4544,18004,206598,126055,1565,100.0,62.0
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,CHHATTISGARH,658917,334737,324180,397823,229923,167900,54776,304280,604259,25878,9398,1391,84,1155,15474,80023,1667,7609,121852,59763,852,100.0,60.0
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,CHHATTISGARH,1032754,511967,520787,637963,364089,273874,139581,279896,1008061,12570,5284,2941,521,1495,1417,212487,961,5614,274793,35774,964,100.0,62.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,CHHATTISGARH,1493984,750278,743706,951639,542756,408883,224942,505609,1422986,17332,47653,2117,781,409,1782,297308,3342,13857,354278,66638,1575,100.0,64.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,MAHARASHTRA,2634200,1344345,1289855,1939994,1059692,880302,134952,305125,2239370,227465,17452,7477,121791,12260,1159,547206,38570,96301,581868,377160,6097,100.0,74.0
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,CHHATTISGARH,4063872,2048186,2015686,2629749,1493158,1136591,724250,476446,3881485,103038,23181,16707,8397,17137,10680,728556,20261,59523,673499,395001,4561,100.0,65.0
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,CHHATTISGARH,2359886,1193129,1166757,1187941,694686,493255,115652,1300628,2126195,81442,97432,2303,1287,623,48295,253131,2737,18983,525596,65167,2462,100.0,50.0
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,DAMAN AND DIU,191173,124659,66514,150348,104316,46032,4262,15240,171537,16087,2618,169,216,244,79,49249,1316,4543,10006,61073,34145,100.0,79.0
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,GUJARAT,2743082,1404356,1338726,1842818,1046981,795837,265793,55571,2397056,334858,2586,1110,1291,3841,77,498326,6628,26991,489237,287506,5549,100.0,67.0
Goa,North Goa,15.548723418714054,73.80667997909038,585,GOA,818008,416677,401331,663060,351738,311322,17606,56606,622213,57941,134169,618,553,546,166,173951,23440,56266,115859,209230,2078,100.0,81.0
Goa,South Goa,15.195278658183785,73.941792596877,586,GOA,640537,322463,318074,502427,264085,238342,7843,92669,341664,63623,231961,855,542,563,92,138810,17624,44299,88620,162873,1646,100.0,78.0
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,GUJARAT,7214225,3788051,3426174,5435760,3025463,2410297,759483,89138,6042416,883238,50754,14542,4518,209287,2055,1456046,126341,273651,353169,1845383,18633,100.0,75.0
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,GUJARAT,1514190,771049,743141,995459,558180,437279,132915,7322,1410463,99105,919,415,243,2053,40,273331,2538,12765,313714,116899,2825,100.0,66.0
Gujarat,Anand,22.282718206229863,72.57782051557454,482,GUJARAT,2092745,1087224,1005521,1551253,874481,676772,104465,24824,1798794,250919,29789,1524,267,8591,142,378310,9902,32523,413078,208909,4372,100.0,74.0
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,GUJARAT,3120506,1610379,1510127,1704923,1048402,656521,327460,284155,2890305,213505,1686,486,281,12659,83,396873,3424,23149,666773,137424,4242,100.0,55.0
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,GUJARAT,1551019,805707,745312,1118276,623047,495229,62235,488194,1188204,343511,9494,1733,442,4813,342,309091,10257,29531,300677,181319,3242,100.0,72.0
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,GUJARAT,2880365,1490201,1390164,1887255,1087371,799884,157034,9110,2632574,212863,3457,1410,445,26974,127,500757,7297,28925,387251,356826,5434,100.0,66.0
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,GUJARAT,1391753,723864,667889,1030494,582686,447808,108608,18204,1319586,57273,3237,1985,497,6405,82,262539,12107,33662,237624,195634,6016,100.0,74.0
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,GUJARAT,2160119,1114192,1045927,1396534,795140,601394,173895,24187,1810443,320805,4392,1873,1086,18856,136,386538,11573,30384,347158,299167,5028,100.0,65.0
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,GUJARAT,2743082,1404356,1338726,1842818,1046981,795837,265793,55571,2397056,334858,2586,1110,1291,3841,77,498326,6628,26991,489237,287506,5549,100.0,67.0
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,GUJARAT,2092371,1096737,995634,1252319,739239,513080,258859,24228,1608921,442355,6192,6353,490,25312,98,403294,9631,31961,488293,250982,4146,100.0,60.0
Gujarat,Kheda,22.88765312500002,73.018803515625,483,GUJARAT,2299885,1185727,1114158,1660243,942480,717763,115631,40336,2000884,264482,26629,1403,300,3479,82,372226,5710,24502,461479,160547,4252,100.0,72.0
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,GUJARAT,2035064,1056520,978544,1502645,847499,655146,162288,9392,1885732,136431,1954,1082,146,7087,88,385609,7759,33731,476005,183738,3648,100.0,74.0
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,GUJARAT,590297,301086,289211,370336,211767,158569,8733,481392,559848,22600,4413,147,80,373,2078,101940,576,4081,138121,22248,979,100.0,63.0
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,GUJARAT,1329672,678165,651507,1001909,539471,462438,35464,639659,1225087,78669,5733,2459,601,13386,2823,267679,6726,24397,267739,141417,3256,100.0,75.0
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,GUJARAT,2390776,1226961,1163815,1440805,858054,582751,100446,721604,2220974,158513,2863,662,337,5236,131,398937,3456,19753,463363,104238,3981,100.0,60.0
Gujarat,Patan,23.80634198473284,71.75162977099237,470,GUJARAT,1343734,694397,649337,837913,494631,343282,123408,13303,1194745,142797,916,337,66,3602,66,223424,2231,12870,301483,102655,2199,100.0,62.0
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,GUJARAT,585449,300209,285240,393678,221621,172057,51830,13039,549749,33565,500,248,91,515,38,117040,1653,5639,96015,87557,1463,100.0,67.0
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,GUJARAT,3804558,1974445,1830113,2725056,1514075,1210981,290169,24017,3397406,361388,5478,1918,1170,33591,269,747352,21785,67370,459474,721532,8498,100.0,72.0
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,GUJARAT,2428589,1244231,1184358,1578734,918625,660109,187685,542156,2260560,148563,6375,614,168,11110,52,438606,5262,25425,544024,121509,3934,100.0,65.0
Gujarat,Surat,21.25761372772093,72.93488716344339,492,GUJARAT,6081322,3402224,2679098,4571410,2687468,1883942,158115,856952,5260193,660772,21052,5703,12902,112835,3920,1252452,55694,149331,369840,1529998,16368,100.0,75.0
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,GUJARAT,1756268,909917,846351,1093626,643221,450405,179461,21453,1620282,109681,1419,512,312,22992,128,302068,2975,15309,340788,159810,3227,100.0,62.0
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,GUJARAT,228291,113821,114470,140968,77314,63654,992,216073,203545,3593,20029,69,32,39,560,29794,137,1393,52102,7516,325,100.0,62.0
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,GUJARAT,4165626,2153736,2011890,2893080,1614087,1278993,221629,1149901,3713941,384579,23813,9340,2069,27650,1124,798277,53606,117818,547454,692971,9753,100.0,69.0
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,GUJARAT,1705678,887222,818456,1170657,655528,515129,38237,902794,1571147,94034,19661,1589,913,13809,1417,329218,11020,31285,262410,235981,3316,100.0,69.0
Haryana,Ambala,30.3503672316384,76.94970310734456,70,HARYANA,1128350,598703,529647,818025,461288,356737,296246,0,955096,22143,3705,138202,381,4845,110,199681,12899,32767,175365,139891,2781,100.0,72.0
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,HARYANA,1634445,866672,767773,1069871,643158,426713,341162,0,1611031,15515,873,2401,254,1016,26,266244,5292,25236,357047,99235,3349,100.0,65.0
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,HARYANA,1809733,966110,843623,1272739,734940,537799,223799,0,1588407,161680,9743,34572,640,4883,249,333171,43437,82673,87700,382981,5080,100.0,70.0
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,HARYANA,942011,495360,446651,557578,327471,230107,284357,0,779243,8360,996,150969,171,1172,530,153301,3210,13142,203020,55360,1854,100.0,59.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,HARYANA,1514432,816690,697742,1111116,638666,472450,197937,0,1408801,70842,9725,15097,944,7451,254,305751,67087,102343,141703,381988,3107,100.0,73.0
Haryana,Hisar,29.23628731117825,75.84324682779452,80,HARYANA,1743931,931562,812369,1114311,670200,444111,408785,0,1701061,21650,1945,12270,334,3620,33,285004,10132,33400,302013,154113,3642,100.0,64.0
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,HARYANA,958405,514667,443738,676091,399480,276611,170448,0,945693,8247,734,1042,105,645,22,168558,5034,19241,211816,78328,2169,100.0,71.0
Haryana,Jind,29.45149821958457,76.29598575667653,77,HARYANA,1334152,713006,621146,832758,502049,330709,282351,0,1276669,23016,889,29103,172,2594,56,222462,5263,23750,278335,89665,2674,100.0,62.0
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,HARYANA,1074304,571003,503301,646529,385782,260747,247513,0,974520,8232,1769,87558,265,351,70,187349,3724,15301,231091,75696,2046,100.0,60.0
Haryana,Karnal,29.703200647249204,76.87488025889972,74,HARYANA,1505324,797712,707612,978013,564516,413497,339604,0,1341002,31650,2049,126207,532,1516,49,267223,11163,29253,292682,135920,3368,100.0,65.0
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,HARYANA,964655,510976,453679,646893,370828,276065,215128,0,805175,15970,1943,140395,214,375,106,171908,7356,21951,203553,88268,2137,100.0,67.0
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,HARYANA,922088,486665,435423,630255,380440,249815,156314,0,913251,5660,301,1737,75,644,15,135455,2624,13908,223726,44216,1894,100.0,68.0
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,HARYANA,561293,299679,261614,405318,229862,175456,101830,0,490702,23451,2583,40951,1008,1626,90,103455,18615,32174,70895,93656,1445,100.0,72.0
Haryana,Panipat,29.34352134146342,76.92895914634147,75,HARYANA,1205437,646857,558580,786599,464136,322463,206213,0,1083936,86622,2261,25064,289,4647,99,209965,10024,26719,173502,153804,2559,100.0,65.0
Haryana,Rewari,28.19164714828897,76.55956007604564,85,HARYANA,900332,474335,425997,636947,375453,261494,182606,0,889133,5713,701,1804,202,1525,12,152651,5121,18092,199449,69305,1979,100.0,71.0
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,HARYANA,1061204,568479,492725,747582,436025,311557,216889,0,1043887,8185,732,3916,200,3491,24,193120,8482,27225,175203,131739,2299,100.0,70.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,HARYANA,1295189,682582,612607,782897,456968,325929,387381,0,940255,9524,2186,338962,370,2256,624,215527,6287,22706,245476,93316,2681,100.0,60.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,HIMACHAL PRADESH,381956,192764,189192,287620,155599,132021,98989,10693,371973,6984,236,2387,113,10,7,79146,1574,6281,152458,11987,3666,100.0,75.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,CHHATTISGARH,2663629,1351574,1312055,1596560,932474,664086,552992,498469,2540763,57973,20745,6373,2979,2357,29122,519704,8566,30892,549632,188174,2981,100.0,60.0
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,HIMACHAL PRADESH,519080,261320,257760,323842,186064,137778,111690,135500,479782,32455,1559,2745,1740,57,14,96082,1615,5117,186395,13836,950,100.0,62.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,HIMACHAL PRADESH,454768,217070,237698,358091,180555,177536,109256,3044,449412,3711,243,591,95,293,9,104120,2521,7525,196116,15232,878,100.0,79.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,UTTAR PRADESH,1104285,593537,510748,653299,408125,245174,241198,474,1010014,91269,814,196,74,41,273,55929,1196,11037,256081,55300,1291,100.0,59.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,HIMACHAL PRADESH,1510075,750591,759484,1152640,606443,546197,319385,84564,1461140,19797,3023,8929,14511,194,208,330081,8053,22753,588321,39007,2878,100.0,76.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,HIMACHAL PRADESH,84121,46249,37872,60699,36697,24002,14750,48746,64732,448,485,249,18086,29,45,17865,354,2563,44514,0,181,100.0,72.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,HIMACHAL PRADESH,437903,225452,212451,307672,174550,133122,122659,16822,415669,2974,1568,1396,15377,94,83,91322,2623,7010,167995,20709,854,100.0,70.0
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,HIMACHAL PRADESH,999777,498065,501712,723747,393669,330078,293739,12787,981412,9460,876,4081,2628,43,86,214491,5333,16401,431129,31696,1842,100.0,72.0
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,HIMACHAL PRADESH,814010,425039,388971,612642,342846,269796,215777,8755,791449,11810,2025,4047,3262,185,197,172754,9177,24127,279269,95896,1668,100.0,75.0
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,HIMACHAL PRADESH,529855,276289,253566,362645,205617,157028,160745,11262,476830,33215,577,15501,2645,236,86,91509,2220,8593,171102,21054,930,100.0,68.0
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,HIMACHAL PRADESH,580320,308754,271566,428578,244372,184206,164536,25645,548579,14678,1452,13926,574,591,110,119866,5250,14478,192787,51509,1253,100.0,74.0
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,HIMACHAL PRADESH,521173,263692,257481,399715,213281,186434,115491,8601,480138,14275,390,26009,56,70,10,105929,2412,8238,185091,20126,987,100.0,77.0
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,JAMMU AND KASHMIR,409936,213641,196295,219083,138620,80463,53408,39216,187621,220614,472,422,21,22,42,61831,596,3077,122267,11350,1103,100.0,53.0
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,JAMMU AND KASHMIR,1529958,813821,716137,1137135,641916,495219,377991,69193,1289240,107489,12104,114272,470,1987,321,294739,19905,46657,254566,248043,3525,100.0,74.0
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,JAMMU AND KASHMIR,140802,77785,63017,86236,56301,29935,18,122336,10341,108239,604,1171,20126,28,4,15824,235,1005,40370,7774,214,100.0,61.0
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,JAMMU AND KASHMIR,616435,326109,290326,389204,228499,160705,141224,53307,540063,64234,1828,9551,24,16,2,109422,1443,6112,181374,33473,936,100.0,63.0
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,JAMMU AND KASHMIR,560440,293064,267376,293958,178326,115632,402,22607,13840,535159,1109,9440,35,6,18,73629,1537,5293,147520,21703,1068,100.0,52.0
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,JAMMU AND KASHMIR,476835,251899,224936,261724,163333,98391,556,176101,32604,431279,958,11188,83,10,2,62900,346,3342,132139,15269,629,100.0,55.0
