State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,ST,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Total_Power_Parity,sex_ratio,literacy_rate
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,CHHATTISGARH,1493984,750278,743706,951639,542756,408883,224942,505609,1422986,17332,47653,2117,781,409,1782,297308,3342,13857,354278,66638,1575,100.0,64.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,MAHARASHTRA,2634200,1344345,1289855,1939994,1059692,880302,134952,305125,2239370,227465,17452,7477,121791,12260,1159,547206,38570,96301,581868,377160,6097,100.0,74.0
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,MAHARASHTRA,1615069,761121,853948,1199392,619012,580380,66948,20374,1307211,187197,1990,230,113467,3347,95,367352,7752,31062,538538,100824,3484,100.0,74.0
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,MAHARASHTRA,2822143,1435728,1386415,2049467,1121550,927917,353093,18333,2440312,239607,9098,1260,38210,87453,769,485126,13212,49056,626872,226801,5798,100.0,73.0
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,MAHARASHTRA,3003741,1510842,1492899,2225694,1201034,1024660,323236,29635,2691952,146970,4408,1182,141315,12810,676,562653,14093,57423,774522,200949,5649,100.0,74.0
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,MAHARASHTRA,849651,417332,432319,666067,348289,317778,55586,6976,780384,26264,15471,219,24762,1046,53,194228,3517,15721,295847,44989,1749,100.0,78.0
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,MAHARASHTRA,4317756,2227852,2089904,2910676,1651266,1259410,649745,77592,3795424,441254,9882,1279,35497,28134,568,595560,15145,59296,779929,376302,8995,100.0,67.0
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,MAHARASHTRA,11060148,5865078,5195070,8227161,4591396,3635765,730089,1542451,8716055,1355630,280700,39149,449617,172052,9862,2231800,256170,551643,713994,2904157,35118,100.0,74.0
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,MAHARASHTRA,1300774,668385,632389,1019458,552617,466841,188830,149507,1057096,53854,2696,2147,175417,5663,2254,266155,4313,16260,268486,120218,2754,100.0,78.0
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,MAHARASHTRA,1197160,620302,576858,869917,487703,382214,229462,80471,859949,142672,1707,518,179330,8476,381,196022,1875,10757,274925,55921,1942,100.0,73.0
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,MAHARASHTRA,2772348,1419965,1352383,2022574,1115980,906594,328518,514057,2251401,239236,4567,1596,249874,11422,3745,446516,6094,29917,629243,168889,4937,100.0,73.0
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,MANIPUR,237399,118782,118617,156333,87313,69020,22113,3287,175102,18691,4264,56,76,16,38457,34364,676,3447,34977,21172,226,100.0,66.0
Manipur,Chandel,24.2635812987013,94.09443844155844,280,MANIPUR,144182,74579,69603,90302,51053,39249,540,128280,10810,3086,129049,136,400,59,354,18764,184,1782,30377,3783,250,100.0,63.0
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,MANIPUR,274143,138820,135323,195935,104013,91922,443,254787,12034,2886,254979,152,495,87,2333,29894,837,4496,52972,4853,327,100.0,71.0
Manipur,Senapati,25.08465586034914,94.03366234413956,272,MANIPUR,479148,247323,231825,264477,148012,116465,1000,419210,43833,1649,426819,140,2409,53,1243,22798,256,2170,38008,1826,823,100.0,55.0
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,MANIPUR,140651,72371,68280,85006,47403,37603,22,134626,2995,589,134760,59,425,57,1144,11541,125,1362,23982,4119,90,100.0,60.0
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,MANIPUR,422168,210845,211323,269304,152617,116687,40593,1808,267146,107323,4322,106,114,24,42347,49507,880,5110,65961,38302,539,100.0,64.0
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,MANIPUR,183998,94718,89280,129829,70148,59681,248,173606,7553,1115,174112,108,635,70,32,14026,276,2437,36084,5806,79,100.0,71.0
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,MEGHALAYA,317917,161223,156694,192147,102513,89634,509,305180,17272,3359,289708,56,1004,38,5617,24550,288,2368,62698,11518,450,100.0,60.0
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,MEGHALAYA,825922,410749,415173,578030,287270,290760,5642,661158,144935,14185,543394,2495,3111,303,115597,135941,5032,19306,106248,108843,1456,100.0,70.0
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,MEGHALAYA,395124,196285,198839,187527,87371,100156,1317,376099,12456,1646,271596,34,284,45,107559,41677,510,4333,76546,7171,528,100.0,47.0
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,MEGHALAYA,142334,73170,69164,82062,45003,37059,319,134237,7036,1050,132984,27,332,10,362,10940,179,1625,35930,3713,139,100.0,58.0
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,MEGHALAYA,643291,324159,319132,358702,193438,165264,8810,474009,122936,106788,389956,209,3392,144,16950,51301,1630,8872,139351,18594,791,100.0,56.0
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,MEGHALAYA,383461,193715,189746,230678,117307,113371,168,375097,6498,1533,366881,58,1313,38,5878,32873,149,2462,74832,12299,479,100.0,60.0
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,MIZORAM,400309,199270,201039,340595,169547,171048,627,373542,13249,5264,379134,105,1570,76,505,79804,4019,21093,20570,80341,963,100.0,85.0
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,MIZORAM,125745,63388,62357,100802,51440,49362,17,123466,1075,699,123446,9,151,45,194,23948,186,2263,18395,12717,187,100.0,80.0
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,MIZORAM,83955,42918,41037,65895,34147,31748,84,73609,4000,4426,75210,16,108,2,46,14853,367,1986,9669,12507,142,100.0,78.0
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,MIZORAM,117894,60599,57295,62861,36444,26417,146,112354,1668,522,63892,52,51549,122,2,9283,162,1329,21993,5273,242,100.0,53.0
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,MIZORAM,161428,82891,78537,121122,64515,56607,178,153533,5231,1290,127124,74,27543,93,5,26394,482,3725,21479,17315,274,100.0,75.0
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,MIZORAM,86364,44828,41536,60191,32977,27214,51,82080,2989,1782,69104,13,12328,25,19,12158,90,1073,16726,4129,94,100.0,70.0
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,MIZORAM,56574,28594,27980,42233,21861,20372,83,54642,933,514,54977,11,102,4,2,7400,168,1194,7043,5784,88,100.0,75.0
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,MIZORAM,64937,32851,32086,54476,27598,26878,32,62889,991,335,63444,6,60,9,35,12315,131,987,7472,8018,118,100.0,84.0
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,NAGALAND,378811,197394,181417,278037,150142,127895,0,223989,108900,31212,234239,566,1270,2148,157,71413,3303,12077,49116,62853,866,100.0,73.0
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,NAGALAND,267988,138966,129022,197489,107038,90451,0,224738,25496,4384,234955,998,1519,80,335,50724,1928,7982,31845,44255,677,100.0,74.0
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,NAGALAND,194622,101092,93530,159494,83479,76015,0,178431,9840,2057,181847,78,442,66,6,40154,537,2728,37536,17742,346,100.0,82.0
Nagaland,Mon,26.69207374301676,95.03072988826828,261,NAGALAND,250260,131753,118507,119626,67432,52194,0,238285,8102,3444,236494,84,1256,314,1,14398,178,2844,43607,7415,381,100.0,48.0
Nagaland,Phek,25.63272986577182,94.56814563758392,266,NAGALAND,163418,83743,79675,105893,57926,47967,0,157146,3563,950,158224,31,350,17,198,36182,170,1558,38903,7295,219,100.0,65.0
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,NAGALAND,196596,101933,94663,117511,63653,53858,0,190916,2979,1052,191864,27,572,5,1,24998,155,2251,40690,9451,228,100.0,60.0
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,NAGALAND,166343,84505,81838,128208,67385,60823,0,156621,5605,2043,158236,34,318,8,20,25268,198,1757,38499,8170,359,100.0,77.0
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,NAGALAND,140757,71217,69540,102881,53504,49377,0,136561,2580,772,136995,39,286,6,2,28846,261,2008,31267,6044,275,100.0,73.0
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,ORISSA,2320529,1185787,1134742,1621232,902359,718873,478586,275678,2197709,94254,6434,237,111,201,18345,296834,7370,28289,601154,82440,2664,100.0,70.0
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,ORISSA,1506337,760260,746077,1094140,596269,497871,334896,30428,1398543,104202,745,169,81,111,61,164636,2637,15609,373862,54244,1711,100.0,73.0
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,ORISSA,2624470,1352760,1271710,2011469,1103033,908436,498633,93745,2457729,141263,11985,1026,6276,1180,168,349587,15046,40589,579529,210768,3852,100.0,77.0
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,ORISSA,1192811,612593,580218,829910,464093,365817,234079,162056,1185542,4805,727,124,366,39,139,117172,1810,10600,315390,36979,1334,100.0,70.0
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,ORISSA,577817,282882,294935,262537,153663,108874,39175,313714,353160,1556,219482,53,2180,66,4,63112,635,5523,152095,23050,617,100.0,45.0
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,ORISSA,3529031,1779218,1749813,2210050,1262652,947398,688235,118928,3486059,13315,23975,590,174,170,76,405298,9049,41059,795476,219918,4377,100.0,63.0
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,ORISSA,579505,296690,282815,405879,228092,177787,104620,176758,553587,12783,10462,1441,80,70,67,81433,2498,7555,103224,73962,870,100.0,70.0
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,ORISSA,1576869,787101,789768,802036,484177,317859,286580,449456,1555367,4975,11160,796,175,1225,220,91171,1953,12622,456336,38412,1562,100.0,51.0
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,ORISSA,733110,359945,373165,399786,233900,165886,115544,392820,580300,2138,148895,82,290,47,23,28736,768,6609,218446,24489,739,100.0,55.0
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,ORISSA,1440361,717814,722547,1089265,579970,509295,309780,9484,1386792,50247,1423,169,62,52,24,173107,1628,11836,414749,23494,1540,100.0,76.0
Orissa,Khordha,20.054162322274863,85.52234834123229,386,ORISSA,2251673,1167137,1084536,1749936,957515,792421,297472,115051,2147632,84060,12527,1264,475,476,434,349860,35701,75588,331834,356895,4186,100.0,78.0
Orissa,Koraput,18.82627794779476,82.81278469846964,398,ORISSA,1379647,678809,700838,568090,340843,227247,196540,697583,1294151,8850,68550,518,219,491,3384,85766,3988,17294,381789,78339,1519,100.0,41.0
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,ORISSA,613192,303624,309568,244706,147001,97705,138295,354614,600219,1871,10039,213,43,195,35,24604,448,3908,167884,15839,564,100.0,40.0
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,ORISSA,2519738,1256213,1263525,1369397,794171,575226,184682,1479576,2113079,33706,15008,661,162,109,351714,140189,2950,17999,689110,64479,2747,100.0,54.0
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,ORISSA,962789,502636,460153,688362,392333,296029,136399,58691,955754,5278,383,107,33,24,12,124984,1163,8278,261646,26688,984,100.0,71.0
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,ORISSA,610382,301962,308420,299383,180903,118480,82159,206327,601092,4952,1778,724,76,905,22,43976,757,4221,197258,11869,205,100.0,49.0
Orissa,Puri,19.83509174603177,85.86698989898981,387,ORISSA,1698730,865380,833350,1291939,704857,587082,325133,6129,1644905,46094,4239,193,243,94,302,201605,3416,16006,402014,72210,2027,100.0,76.0
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,ORISSA,967911,471960,495951,407735,241959,165776,139514,541905,874445,4607,84916,219,249,123,44,61543,1553,9166,237343,49205,1074,100.0,42.0
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,ORISSA,1041099,526877,514222,703691,393192,310499,191827,355261,964188,20120,50637,2506,310,86,1117,126498,5231,14521,220697,94798,1548,100.0,68.0
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,ORISSA,2093437,1061147,1032290,1342322,750147,592175,191660,1062349,1532352,71391,385011,5713,710,721,89986,223537,12787,35024,387911,230151,3130,100.0,64.0
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,PONDICHERRY,200222,97809,102413,154916,79903,75013,35348,0,152638,28835,18391,46,63,54,14,47880,1868,4870,35618,33715,4890,100.0,77.0
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,PONDICHERRY,41816,19143,22673,36470,16610,19860,144,0,27940,12856,958,3,21,14,3,7150,574,1484,0,12110,10027,100.0,87.0
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,PONDICHERRY,55626,27301,28325,39274,19919,19355,8427,0,53537,1191,873,3,1,4,4,12859,207,597,0,15519,10027,100.0,71.0
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,PUNJAB,2490656,1318408,1172248,1684770,932981,751789,770864,0,690939,12502,54344,1716935,876,3152,1044,461231,29961,63864,275477,385476,6979,100.0,68.0
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,PUNJAB,1388525,743197,645328,844868,488261,356607,450473,0,380569,16299,2474,984286,246,1266,559,255650,11284,32253,218159,137563,3365,100.0,61.0
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,PUNJAB,617508,326671,290837,381285,215767,165518,240328,0,141363,3125,1227,469789,155,1109,103,113549,4348,12276,99946,58917,1540,100.0,62.0
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,PUNJAB,600163,320795,279368,426033,238696,187337,192493,0,152851,16808,1698,427521,48,178,251,113683,5138,14294,117559,57337,1640,100.0,71.0
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,PUNJAB,2029074,1071637,957437,1227511,707070,520441,855726,0,906408,6844,19358,1090815,454,1143,278,349662,10042,31070,348522,153868,4283,100.0,60.0
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,PUNJAB,2298323,1212617,1085706,1634719,907660,727059,580576,0,1074332,27667,176587,1002874,405,580,812,411216,14428,38445,420860,185488,5982,100.0,71.0
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,PUNJAB,1586625,809057,777568,1199699,637927,561772,557504,0,1000743,23089,14968,538208,3476,2034,531,319930,13747,34328,422673,128592,4305,100.0,76.0
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,PUNJAB,2193590,1145211,1048379,1622537,882581,739956,854444,0,1394329,30233,26016,718363,11385,4011,805,446200,39082,79134,330339,377791,6883,100.0,74.0
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,PUNJAB,815168,426311,388857,576567,316254,260313,276707,0,336124,10190,5445,453692,6662,553,334,161206,9732,23145,165433,95770,2472,100.0,71.0
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,PUNJAB,3498739,1867816,1630923,2560225,1428348,1131877,923358,0,1502403,77713,16517,1863408,2007,19620,1254,703624,58589,123400,395032,641789,10593,100.0,73.0
Punjab,Mansa,29.919547714285724,75.4304922857143,47,PUNJAB,769751,408732,361019,423560,244037,179523,258878,0,156539,10375,917,598443,123,1577,493,140099,2673,10085,145603,50786,1694,100.0,55.0
Punjab,Moga,30.756540067340065,75.1600845117845,42,PUNJAB,995746,525920,469826,627889,348549,279340,363417,0,158414,9388,3277,818921,178,436,365,183396,7897,21662,214295,74144,2774,100.0,63.0
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,PUNJAB,901896,475622,426274,524848,300401,224447,381554,0,254920,4333,1681,638625,240,744,433,166585,4571,14077,149507,74650,2025,100.0,58.0
Punjab,Patiala,30.214540380693364,76.27505893949697,48,PUNJAB,1895686,1002522,893164,1266791,711052,555739,465359,0,783306,40043,5683,1059944,245,1914,1410,352929,24274,55105,299279,218090,5679,100.0,67.0
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,PUNJAB,684627,357485,327142,502731,278534,224197,180905,0,304481,14492,2094,361045,118,653,143,129123,6600,17542,148162,60537,2034,100.0,73.0
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,PUNJAB,1655169,878029,777140,1002077,570413,431664,461609,0,389410,179116,2406,1077438,268,3222,1038,305557,10736,30955,292156,156788,3943,100.0,61.0
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,RAJASTHAN,2583052,1324085,1258967,1526673,926268,600405,478027,63482,2201663,314159,10605,6799,417,45614,184,393498,13499,41732,409335,274919,4339,100.0,59.0
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,RAJASTHAN,3674179,1939026,1735153,2182476,1359829,822647,653036,289249,3039279,547335,2696,64532,4384,13221,348,485723,9750,45770,782294,212967,5732,100.0,59.0
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,RAJASTHAN,1797485,907754,889731,829343,513854,315489,80091,1372999,1701234,48834,22250,427,138,22613,109,120603,2324,15062,390437,39407,2734,100.0,46.0
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,RAJASTHAN,1222755,633945,588810,693307,432607,260700,221184,276857,1133349,79984,1432,3066,84,2795,48,161310,1363,9491,249184,69804,1741,100.0,57.0
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,RAJASTHAN,2603751,1369022,1234729,1188322,783461,404861,436414,176257,2244882,321192,1157,450,157,34010,34,126494,2766,37730,542825,55980,3437,100.0,46.0
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,RAJASTHAN,2548462,1355726,1192736,1480869,943910,536959,557305,54090,2143046,371286,1576,23456,899,5758,18,288723,4179,26106,479437,129697,3699,100.0,58.0
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,RAJASTHAN,2408523,1220736,1187787,1256126,777582,478544,407947,229273,2224839,142427,1978,1468,183,35149,60,373644,6207,24014,530015,145865,3694,100.0,52.0
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,RAJASTHAN,2363937,1240801,1123136,1278801,782399,496402,493646,7779,2073356,235741,1901,20072,285,30850,79,220793,7607,29531,335754,196179,3411,100.0,54.0
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,RAJASTHAN,1110906,577160,533746,585044,371705,213339,210788,228549,1017688,66609,682,11059,144,13455,24,136969,1392,7705,239836,63452,1723,100.0,53.0
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,RAJASTHAN,1544338,783171,761167,821825,514851,306974,250224,201546,1413163,97855,1274,1515,252,25843,136,268172,4941,16560,366780,88873,3238,100.0,53.0
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,RAJASTHAN,2039547,1051446,988101,1149269,696729,452540,451721,11245,1777879,249736,958,402,188,7104,127,231696,2577,15259,344897,148996,3361,100.0,56.0
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,RAJASTHAN,1634409,857787,776622,938051,596935,341116,354337,433344,1582335,45488,439,296,94,3737,115,195277,1719,14539,361084,59610,2286,100.0,57.0
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,RAJASTHAN,1206516,653647,552869,683098,435721,247377,245695,58594,1127520,72258,688,1356,92,2739,21,96086,1330,9504,214670,58626,1641,100.0,57.0
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,RAJASTHAN,1388552,696532,692020,681591,415820,265771,52267,983437,1340065,28662,830,240,226,16141,853,141275,1477,11742,322816,31547,2030,100.0,49.0
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,RAJASTHAN,1969168,1043340,925828,1193343,710908,482435,720412,13477,1437144,50688,2077,474853,938,1988,164,283142,6295,24901,397697,164897,3332,100.0,61.0
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,RAJASTHAN,1774692,931184,843508,1034136,624281,409855,494189,14289,1433067,118673,1542,216997,241,1935,138,243163,3360,16217,389059,108694,2709,100.0,58.0
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,RAJASTHAN,6626178,3468507,3157671,4300965,2554793,1746172,1003302,527966,5819980,687452,12708,18782,1020,81079,257,990085,76565,182350,754841,977838,12219,100.0,65.0
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,RAJASTHAN,669919,361708,308211,308653,210415,98238,99134,42429,497045,168129,874,1723,98,1521,34,43141,754,7416,159117,30830,986,100.0,46.0
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,RAJASTHAN,1828730,936634,892096,829582,543923,285659,357196,178719,1732852,78990,730,231,144,14640,82,161845,1585,12794,419216,48202,2470,100.0,45.0
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,RAJASTHAN,1411129,725143,685986,739792,466815,272977,243582,182229,1299751,96164,842,819,46,12488,42,220428,1750,9403,298624,63763,1962,100.0,52.0
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,RAJASTHAN,2137045,1095896,1041149,1370360,815834,554526,360709,41629,1905682,228178,1004,275,56,548,85,297559,4828,24178,500452,150357,3300,100.0,64.0
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,RAJASTHAN,3687165,1923928,1763237,2031532,1265753,765779,608024,118924,3224399,411558,6035,4123,514,36697,80,408808,19335,54808,584215,307442,5708,100.0,55.0
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,RAJASTHAN,1458248,783639,674609,805849,531904,273945,354465,324960,1370977,81553,602,297,70,3424,413,132079,1059,13045,305047,59308,1987,100.0,55.0
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,RAJASTHAN,1951014,1021161,929853,1298345,765396,532949,405408,183816,1661307,243993,5665,11058,280,25742,286,339899,12843,36297,203454,311735,3394,100.0,67.0
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,RAJASTHAN,3307743,1696325,1611418,1758624,1102750,655874,699911,10418,2833443,454487,1912,366,163,12940,276,347344,4449,35328,675712,166489,4863,100.0,53.0
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,RAJASTHAN,2037573,1025422,1012151,1085693,667381,418312,398096,144578,1870543,143476,1345,1540,141,18974,52,326793,4043,19270,512909,139808,3317,100.0,53.0
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,RAJASTHAN,1156597,581339,575258,619139,383334,235805,148168,160809,1105676,33677,759,260,100,14966,68,193276,1989,9222,304622,61054,1821,100.0,54.0
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,RAJASTHAN,1335551,704031,631520,741748,486184,255564,278789,285848,1165505,155681,945,812,177,9991,42,140947,1887,14310,282057,71264,1900,100.0,56.0
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,RAJASTHAN,2677333,1374990,1302343,1652117,995275,656842,418806,75349,2342076,327583,1122,356,177,4050,15,339457,5647,28382,527560,178274,4033,100.0,62.0
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,RAJASTHAN,1036346,534231,502115,476806,309900,166906,201863,292470,996562,30479,1284,572,114,6829,56,134089,2146,10297,238535,69639,1621,100.0,46.0
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,RAJASTHAN,1421326,728136,693190,749659,478329,271330,287903,178207,1243527,153146,754,378,122,22458,30,158264,1908,12482,298911,81755,2145,100.0,53.0
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,RAJASTHAN,3068420,1566801,1501619,1582629,973444,609185,188525,1525289,2869976,104307,7406,4278,209,78647,373,357846,14211,48517,665449,182769,5101,100.0,52.0
Sikkim,East,27.29600352941175,88.74908392156858,93,NCT OF DELHI,1709346,907500,801846,1352998,748382,604616,281422,0,1410852,178807,15792,53027,2643,46927,366,352758,80037,127465,1086,461132,7151,100.0,79.0
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,TAMIL NADU,754894,374703,380191,480604,269582,211022,176230,10722,708397,7942,37403,104,88,65,42,177502,1749,8371,223955,30322,1258,100.0,64.0
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,TAMIL NADU,4646732,2335844,2310888,3776276,1968079,1808197,779667,10061,3751322,439270,358662,2851,2804,51708,1759,1096334,217368,355838,0,1314125,15742,100.0,81.0
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,TAMIL NADU,3458045,1729297,1728748,2635907,1394790,1241117,535911,28342,3044145,211035,190314,1112,435,3284,237,896325,63273,149920,284795,884957,13938,100.0,76.0
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,TAMIL NADU,2605914,1311697,1294217,1815281,1000322,814959,763944,15702,2391675,123749,83334,401,236,1280,138,598412,15396,50938,497429,260780,5300,100.0,70.0
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,TAMIL NADU,1506843,774303,732540,917709,527599,390110,245392,63044,1452956,38304,14089,164,39,37,87,337972,3651,18927,396819,91107,2364,100.0,61.0
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,TAMIL NADU,2159775,1080938,1078837,1481834,816180,665654,452376,8064,1879494,105012,169945,313,256,71,138,500057,9155,38677,443818,269724,4682,100.0,69.0
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,TAMIL NADU,2251744,1129868,1121876,1492662,828300,664362,369483,21880,2115455,76098,55899,435,148,639,157,595211,18604,58861,411286,432398,7719,100.0,66.0
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,TAMIL NADU,3998252,2012958,1985294,3013382,1611461,1401921,948081,41210,3537399,173785,256762,1620,990,4962,756,961161,100322,200738,438799,774705,8349,100.0,75.0
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,TAMIL NADU,1870374,926345,944029,1548738,780541,768197,74249,7282,909872,78590,876299,160,438,156,10,465692,15673,52943,104253,493788,4377,100.0,83.0
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,TAMIL NADU,1064493,528184,536309,727044,401726,325318,221385,575,993666,53292,16483,115,29,7,79,264949,4915,17995,212241,152420,2151,100.0,68.0
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,TAMIL NADU,3038252,1526475,1511777,2273430,1223810,1049620,408976,11096,2760502,168881,97711,520,199,1532,305,754141,34097,95311,417718,592723,6917,100.0,75.0
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,TAMIL NADU,1616450,798127,818323,1213008,640916,572092,509767,3756,1435072,128617,47579,184,450,963,110,381940,5585,19692,399016,118724,3026,100.0,75.0
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,TAMIL NADU,1726601,869280,857321,1176131,653312,522819,345392,57059,1673652,32483,16909,183,108,84,199,441044,8960,31581,370357,257127,3824,100.0,68.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,TAMIL NADU,565223,282157,283066,375823,208011,167812,175289,2584,521658,32702,10301,83,39,38,26,135751,1507,7745,155413,33179,979,100.0,66.0
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,TAMIL NADU,1618345,803188,815157,1110545,608776,501769,284804,1283,1428784,114194,72850,119,81,32,293,354493,4494,18272,399712,104229,2812,100.0,69.0
